foot.Averaged speed,foot.Batch length,foot.Case temperature too high,foot.Case temperature too low,foot.Gauge OK,foot.Gauge too hot,foot.Good reading,foot.Good reading status,foot.Instant speed,foot.Laser Status,foot.Laser temperature too high,foot.Laser temperature too low,foot.Last length before reset,foot.Object detected,foot.SNR,foot.Speed reading valid,foot.Total length,mic.Average error/Envelop Error,mic.Lump count,mic.Measurement Mode,mic.Neck count,mic.Ovality,mic.Ovality error,mic.X diameter,mic.X error,mic.Y diameter,mic.Y error,mic.Z diameter,mic.Z error,timestamp
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:07
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:08
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:09
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:10
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:11
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:12
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:13
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:14
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:15
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:16
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:17
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:18
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:19
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:20
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:21
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:22
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:23
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:24
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:25
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:26
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:27
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:28
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:29
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:30
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:31
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:32
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:33
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:34
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:35
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:36
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:37
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:38
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:39
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:40
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:41
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:42
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:43
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:44
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:45
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:46
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:47
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:48
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:49
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:50
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:51
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:52
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:53
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:54
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:55
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:56
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:57
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:58
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:07:59
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:00
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:01
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:02
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:03
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:04
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:05
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:07
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:07
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:08
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:09
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:11
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:11
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:13
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:13
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:14
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:15
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:16
0.0,0.3999,0,0,1,0,0,1,0.0,1,0,0,0.0,1,1,0,0.3999,0.0,0,4,0,0.0,0.0,0.0,0.0,39.99,0.01,39.99,0.0,2026-09-08 13:08:17
